enhancer_constituent_id,chrom,start,end,Class,Esrrb,Klf4,4-Oct,Sox2,Nanog,OSN,Stat3,Smad3,Tcf3,Prdm14,Tcfcp2I1,Nr5a2,Med1,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Med12,p300,Pol2,CBP,Lsd1,Brg1,Brd4,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,Dnase,Tbx3,Smad1,Kap1,Ronin,Zfx,CTCF,Tfe3,cMyc,CDK8,CDK9,pct_AT,pct_GC,phastCon_verti,phastCon_placental,phasCong_Average,Ell3,TET1,Aff4,Ring1B,CapH2,REST,Utx,Ell2,SA2,TBP,CTR9,Spt5,BioYY1,SA1,Rad21,MCAF1,SetDB1,Smc3,TET2,Wdr5,NcoA3,Atrx
INT_STITCHED_4885_0,chr10,20802131,20802699,SE,0.0997,0.2275,0.486,0.5786,4.2575,1.774033333,0.3852,0,0.6504,0.5455,0.2454,0.053,0.2311,0,0,0.325,0,0.3902,0.2419,0.0329,0.2899,0.637,0.4684,0.4464,0.3221,0.2445,0.3507,0.0484,0.8316,0.4836,0.4809,0.5144,0.128,0.1988,0,0,0,0.0047,0,0.6139,0.2375,0.584507,0.415493,0.65143,0.652661,0.6520455,0.4832,0.2434,0.0692,0.3038,0,0,0.2043,0,0.159,0,0.4146,0.1236,0.1035,0.1001,0,0.5835,0.4596,0.2385,0.2938,0.3649,0,0
INT_STITCHED_4885_1,chr10,20807410,20808136,SE,0.0294,0.1886,1.5741,0.6592,1.2926,1.1753,0.1337,0.5207,0.7687,0.2433,0.0825,0.1243,0.247,0.1754,1.0554,0.243,0,0.4362,0.4152,0.1533,1.2433,0.8283,0.4309,0.4887,0.2765,0.086,0.8205,0.6109,0.5283,0.2848,0.1875,0.0492,0.1439,0.1286,0.0962,0.223,0,0,0,0.8075,0.5186,0.566116,0.433884,0.128208,0.133278,0.130743,0.5424,0.824,0.174,0.1793,0.1202,0.2562,0.0125,0,0.5836,0.4179,0.1215,0.1892,0,0.0122,0.1244,0.1169,0.2071,0.162,0,0.2301,0.3379,0
INT_STITCHED_4885_2,chr10,20810452,20811824,SE,2.0927,1.1645,1.4637,1.4235,1.7489,1.545366667,0.4578,1.7369,2.1625,16.6673,0.3013,0.4027,0.7664,0.6236,0.6949,0.6099,0.1303,1.3702,1.6756,0.0519,2.1463,1.3493,0.5262,0.7749,0.7367,0.6232,1.1699,0.9469,1.0702,0.5853,0.5903,0.1597,0.3746,0.0762,0.0438,0.4499,0.0402,0.0524,0.157,1.068,0.6701,0.533528,0.466472,0.317366,0.327646,0.322506,0.3697,0.442,0.6891,0.4895,0.3953,0.475,0.6084,0,0.9352,0.5043,0.3579,0.3596,0.1349,0.1003,0.1876,0.3587,0.2933,0.4377,0.1642,0.3877,0.3206,0.255
INT_STITCHED_4885_3,chr10,20821335,20822452,SE,3.2623,0.8781,5.9848,9.5798,6.566,7.376866667,0.8511,5.1519,5.2117,18.3256,0.7242,0.0036,2.0775,2.1413,1.5402,0.8567,0.0388,5.3968,7.0181,1.7834,6.5836,3.8605,1.023,3.3528,1.2508,1.0409,2.2263,2.7001,2.0835,1.3131,2.8892,0.7137,0.7696,0.1327,0.1006,0.9244,0,0.056,0.0444,2.5122,1.6978,0.512981,0.487019,0.242616,0.245506,0.244061,1.4876,0.9636,0.7236,0.8994,1.5653,1.1985,0.6927,0,0.7244,0.6104,1.1297,0.6923,0.2005,0.6214,0.2963,0.5906,0.7865,0.3003,0.1448,0.4987,0.2008,0.1227
INT_STITCHED_4885_4,chr10,20829440,20830236,SE,3.1119,0.0082,2.5062,1.0573,0.8723,1.4786,0.1689,1.4492,0.8563,2.4584,0.0948,0.7057,0.5767,0.5022,1.0681,0.7896,0.2987,0.9359,0.1712,0.2987,1.6148,0.9215,0.7301,1.0299,0.2175,0.305,0.7199,0.8202,0.4609,0.2523,0.3503,0.1273,0.3003,0.1925,0.1671,0,0,0,0,0.7541,0.4617,0.526382,0.473618,0.0555395,0.0513489,0.0534442,0.2232,0.98,0.0262,0.2231,0.2331,0.1159,0.2366,0,0.0649,0.3006,0.3753,0.4341,0.0436,0,0,0.1642,0.0684,0.2724,0,0.1386,0,0.0761
INT_STITCHED_4891_0,chr10,21546502,21547353,SE,0.1736,0,2.1148,3.0776,5.5387,3.577033333,0.1951,2.5729,1.3453,2.2277,4.0748,0.403,3.5392,1.9784,0.3231,0.725,0,5.2402,5.8501,0.7595,4.4527,2.443,0.4768,5.7101,0.4213,0.8267,1.2922,2.5651,1.4413,0.9233,2.1331,0.203,0.1615,0.161,0.122,0,0.1081,0.0871,0.0205,3.0796,2.0001,0.529965,0.470035,0.0596701,0.0596711,0.0596706,1.0662,1.3604,0.9996,0.1994,2.7402,0,0.665,0,0.5277,1.019,0.6511,0.4502,0.347,0.1827,0.0864,0.1489,0.2629,0.0372,0,0.1954,0,0
INT_STITCHED_4891_1,chr10,21548506,21549691,SE,0.8317,0.138,2.1493,2.7134,1.6765,2.179733333,0.8602,1.4691,2.3179,3.4417,0,0.8704,4.7002,4.3703,0.9338,0.1438,0,5.5371,7.6735,1.7186,3.9889,2.791,0.2056,6.3405,0.6672,0.5031,0.9084,2.1239,1.0005,0.5449,3.3234,0.0395,0,0.1558,0.3153,1.0115,0,0.0059,0,3.4454,1.7602,0.493671,0.506329,0.06077,0.06077,0.06077,1.2875,2.0751,1.6122,0.2227,3.8056,0,0.4676,0,0.2556,2.0729,0.3351,0.1639,0.6252,0.1491,0.7136,0.0541,0.2017,0,0,0,0,0.5508
INT_STITCHED_4893_0,chr10,21700576,21701235,SE,0.3845,0.8112,1.332,0.646,0.8609,0.9463,0.2098,0.5537,0.2955,19.3174,0.5693,0.7808,3.3047,2.0434,1.1968,0.6934,0,2.0566,2.3878,1.3744,2.0523,2.4772,0.4156,3.4448,0.7291,0.5245,1.312,1.0802,0.4235,0.4751,1.6041,0.1234,0.0854,0.0561,0.3854,0.4366,0,0.0067,0,2.3242,1.8606,0.544765,0.455235,0.0762426,0.0762441,0.07624335,0.4422,0.0827,0.24,0.2119,0.3109,0,0.2405,0,0.9978,0.2669,0.3283,0.3596,0.3451,0.0721,0.1492,0.2787,0.162,0.1844,0.0019,0.0227,0.593,0.0223
INT_STITCHED_4893_1,chr10,21701869,21702685,SE,0,0.4829,3.8749,1.8152,2.6185,2.769533333,0.4429,1.4559,2.3986,3.9042,0,0.3334,2.6091,1.8638,0.7082,0,0,2.1699,2.1991,0.6363,2.4071,1.7607,0.3812,2.2461,0.4328,0.5804,0.7806,1.1499,0.4301,0,0.4014,0.242,0,0.2163,0,0.0749,0,0.0728,0,2.364,1.1209,0.531863,0.468137,0.149796,0.149799,0.1497975,0.7422,0.121,0.1951,0,0.6437,0,0.0666,0,0.2445,1.0822,0.1255,0.2329,0,0,0.3729,0,0,0.0886,0,0,0,0.2902
INT_STITCHED_4893_2,chr10,21707960,21708946,SE,8.3775,0.3831,4.3679,4.5504,8.8533,5.923866667,0.9034,3.9433,4.2041,5.9846,0.5261,1.9526,8.4902,0.653,1.0704,0,0,6.4534,5.5418,0.8372,5.9801,2.9471,0.7895,5.3761,0.8798,1.1935,1.7488,1.3686,0.7572,0.3333,2.3201,0.8004,1.2337,0.0987,0.2331,0.3405,0,0,0,4.5994,1.4383,0.539554,0.460446,0.0158832,0.0158832,0.0158832,1.2523,1.0076,0.4917,0.2042,2.3236,0.5155,0.3326,0,0.3743,0.9948,0.3714,0.2033,0.5676,0.2838,0.3035,0.4736,0.2557,0.0676,0,0.1508,0,0.1474
INT_STITCHED_4954_0,chr10,39977900,39978752,SE,0.6323,2.4982,1.0093,0.4422,0.69,0.713833333,0.8334,0.3829,0.4369,0.493,0.3881,0.1545,18.2771,0.3441,0.2327,0.4703,0,3.0293,0.8939,176.5905,0.2747,5.9363,0.5714,3.7649,0.4828,4.2281,0.5292,1.4645,0.9262,0.4306,4.4739,0.4393,0.0224,0.1819,2.9271,0.9741,0.2775,0,0.8744,3.2834,3.5593,0.562207,0.437793,0.163379,0.163382,0.1633805,0.4448,10.338,0.8183,0.8081,1.2156,0.5471,1.1925,0,0.0789,20.9118,0.4602,5.0962,0.795,47.8218,0.8918,0.6321,0.3742,0.5483,0.4505,0.3953,0,4.0844
INT_STITCHED_4981_0,chr10,44110139,44110895,SE,0.8622,1.5692,2.0801,1.5143,1.3108,1.635066667,0.2907,2.0431,0.3573,0.07,1.565,0,1.6833,1.1819,0.0714,0.2285,0,2.8197,2.4466,1.4798,3.8279,2.486,0.5135,1.9325,0.4646,0.5649,1.075,0.8601,1.4566,0.5879,1.0155,0.0437,0.1677,0.1741,0.0753,0.0616,0,0,0,2.4267,1.4099,0.510582,0.489418,0.0551427,0.0551427,0.0551427,0.7083,1.3949,0.3268,0.3977,0.4742,0.1016,0.289,0,0.0448,0.3457,0.3859,1.0787,0.4469,0.3276,0.2716,0.3882,0.3263,0.3383,0.4298,0.1543,0.2008,0.2933
INT_STITCHED_4981_1,chr10,44111194,44112766,SE,2.781,0.9625,2.1196,1.703,2.6952,2.1726,0.7886,5.3163,1.1249,7.1934,2.9922,0.8907,3.6487,0.8574,0.8703,0.1285,0,4.9866,9.9102,0.9551,6.4675,3.3136,1.0536,2.8316,1.0113,1.21,1.3398,2.4232,0.8638,0.7077,2.6594,0.4813,0.7829,0.1183,0.1351,0.7177,0,0.1335,0,2.7793,1.6763,0.553435,0.446565,0.179074,0.179076,0.179075,0.6814,0.4948,1.2084,0.4665,0.5095,0.2833,0.3601,0,0.2948,0.4289,0.9754,0.4155,0.2208,0.2181,0,0.7786,0.5398,0.1914,0.4556,0.2921,0.4032,0.1394
INT_STITCHED_5021_0,chr10,59420365,59421368,SE,0.4022,0.5846,4.2894,3.4535,5.7495,4.497466667,0.1717,1.7086,7.9455,1.9738,0.2362,0,1.1577,1.3125,0.5322,1.2096,0,1.5017,1.7002,0.1645,1.2464,1.5318,0.9134,0.8873,0.3985,0.5768,1.074,1.225,0.6406,0.7844,0.2667,0.5849,0.2848,0.1908,0.0048,0.1022,0.1241,0,0.1449,1.3693,1.0871,0.498504,0.501496,0.273283,0.268545,0.270914,0.4977,1.207,0.6337,0.412,0.461,0.6957,1.4394,0,0.1479,0.2478,0.4362,0.2254,0.2119,0,0.043,0.2372,0.3318,0.3358,0.0849,0.2347,0.5107,0.0572
INT_STITCHED_5021_1,chr10,59426336,59426915,SE,0.0733,0.0573,0.6317,0.8728,0.5379,0.6808,0,0.8454,1.2569,0.7982,0.1648,0,1.0976,2.6131,1.0788,0.5165,0,2.3351,5.2568,0,1.5461,1.6178,0.399,0.8011,0.2265,0.3349,0.8891,1.4384,0.2236,0.3597,0.3127,0,0,0.2116,0.3243,0.6216,0,0,0,0.69,1.0395,0.471503,0.528497,0.161889,0.132741,0.147315,0.7293,1.308,0.1846,0.1128,0.2318,0.1953,0.3106,0,0,0.2449,0.4169,0.0898,0.1347,0,0,0.094,0.1881,0.2774,0.2293,0.1294,0,0
INT_STITCHED_5021_2,chr10,59427223,59427738,SE,0.4638,1.0879,0.9638,0.8436,0.6327,0.813366667,0.4169,0.5154,0.3622,1.5516,0.2795,0,1.6595,3.8428,0.0145,1.0551,0,2.6581,5.1498,0.2282,2.1735,1.829,0.1063,1.5121,0.8799,0.8942,0.6808,0.5387,0.6638,0.2437,0.7336,0.0501,0.1184,0.0455,0.1356,0.533,0,0.0682,0.5149,1.3445,1.1248,0.365049,0.634951,0.261525,0.26169,0.2616075,0.6101,2.9757,0.8835,0.6753,0.3536,1.0696,1.0513,0,0.3097,0.1235,0.4379,0.329,0.2251,0.1112,0.1073,0.3911,0.4072,0.4391,0.9708,0.4013,0.8046,0.4553
INT_STITCHED_5021_3,chr10,59435086,59435840,SE,3.7398,0.1695,0.783,1.6154,2.3646,1.587666667,0.5174,1.1602,0.3311,8.4769,0.4663,0.492,0.7497,0.2202,0.7213,0,0,1.5873,7.0204,0,2.154,1.9728,0.5538,0.8693,0.3563,0.4745,0.6176,0.4023,0.7487,0.3523,0.1871,0.1045,0.1321,0.1725,0.1161,0,0,0.0224,0,0.3095,0.2774,0.527851,0.472149,0.110504,0.110506,0.110505,0.5497,0.4989,0.3546,0,0.5966,0.1299,0.196,0,0,0.1837,0.298,0,0,0,0,0,0,0.2833,0.2785,0,0,0.1374
INT_STITCHED_5021_4,chr10,59436644,59437537,SE,3.2335,1.4311,1.1173,1.3744,3.7242,2.071966667,0.951,2.5755,2.1825,48.846,0.6991,1.3374,1.732,1.0131,0.2727,0.4724,0,2.2746,7.2936,0.5571,4.8018,2.9437,2.5242,1.5538,1.1216,0.9468,1.1471,1.126,1.4879,1.2227,1.3006,0.2181,0.934,0.1993,0.2552,0.4739,0.2031,0.055,0.1206,1.3637,1.4128,0.486002,0.513998,0.425585,0.440486,0.4330355,0.5435,1.0249,1.7981,1.1007,0.6348,1.439,0.8158,0,0.0095,1.2101,0.744,0.6525,0.6507,0.4459,0.4052,0.5455,0.6876,0.6415,1.3634,0.6659,1.6059,0.6156
INT_STITCHED_5044_0,chr10,62346394,62347684,SE,0.2115,0.2333,1.2129,0.9131,1.6386,1.254866667,0,0.4657,0.3701,0.447,1.205,0.1608,1.657,0.7465,0.5093,3.6964,0,1.603,1.4582,0.6223,0.9422,0.823,0.6136,1.5543,0.3112,0.3121,0.6663,1.681,0.1972,0.4799,1.4714,0.5199,0,0.1257,0,0.2765,0.2339,0,0,1.9005,1.0662,0.554264,0.445736,0.216488,0.166648,0.191568,0.3775,0.5123,0.8624,0.4309,3.6037,0.4556,0.4965,0,0.1368,1.1074,0.1205,0.3304,1.7176,0.64,0.2079,0.0901,0.0971,0.0638,0,0.0809,0.1147,0.1211
INT_STITCHED_5044_1,chr10,62355400,62356508,SE,2.1975,0.4857,2.4274,1.9294,3.441,2.599266667,1.7252,2.8544,0.1271,4.4964,1.2808,0.5285,9.2027,1.9249,1.3904,1.9898,0,6.4332,1.6982,5.9541,3.4819,2.1828,0.5982,5.9757,0.2226,0.7504,1.4426,2.4691,0.4198,0.4453,3.1866,0.3939,0.8421,0.1425,0.283,0.039,0,0.0095,0,6.8027,2.3869,0.548736,0.451264,0.098413,0.0984167,0.09841485,1.1218,1.7195,0.7872,0.1618,3.3003,0.0179,0.685,0,0.6243,1.1163,0,0.603,1.1721,1.4971,0,0,0,0,0,0,0,0.1991
INT_STITCHED_5044_2,chr10,62358037,62358895,SE,3.9397,1.0319,1.7291,1.0092,2.2155,1.651266667,1.6301,4.2109,0.4433,1.2079,49.0472,0.3261,18.0621,2.0608,1.2678,0.8901,0,10.1005,1.3978,3.2377,4.7574,3.1373,0.9875,7.2633,0.2989,1.1863,1.944,1.7866,1.5903,0.6676,0.9311,0.1726,0.4862,0.2006,0.1486,0.5945,0,0,0.4638,7.8555,3.7471,0.567599,0.432401,0.147845,0.147845,0.147845,1.4319,1.1099,0.2232,0.1917,1.7539,0.6537,0.2565,0,0.3125,0.5763,0.4188,0.9196,1.1477,0.8035,0.0623,0.1594,0.2591,0.3711,0.569,0.3592,0,0.2155
INT_STITCHED_5044_3,chr10,62359244,62360289,SE,15.9531,1.4369,1.0621,1.1523,3.5438,1.9194,0.7993,2.8018,0.7515,1.6983,0.8544,2.3467,15.7561,1.7821,0.7722,1.1078,0.3851,6.4236,3.8262,1.4505,5.2976,2.8959,1.3821,4.65,0.4368,1.1246,1.8277,1.0115,1.3599,0.8732,1.7379,0.2207,0.9764,0.0671,0.1703,0.5001,0.5967,0.0308,0,5.5563,3.0017,0.560766,0.439234,,0,0,1.1212,1.2643,0.4416,0.4428,1.292,0.3725,0.4591,0,0.6545,0.7487,1.2007,0.4834,1.4082,0.4731,0,0.85,0.7845,0.3298,0.4664,0.3218,0.4984,0.0182
INT_STITCHED_5044_4,chr10,62360653,62361563,SE,8.0608,1.8843,1.1203,1.1262,1.1743,1.140266667,0.5334,3.7451,0.6376,0.4347,0.4707,0.8428,13.5637,1.6622,0.3991,1.0371,0,5.3785,5.4485,1.5501,6.0585,2.6143,0.8377,3.5192,0.3738,0.8727,0.982,1.7822,0.9729,0.7016,1.439,0.1351,0.6179,0.0924,0,0.3365,0,0.0787,0.0584,4.8955,2.2755,0.558242,0.441758,0.0859183,0.0859183,0.0859183,0.2964,0.6316,0.694,0.3099,1.2751,0.1822,0.176,0,0.3149,0.5861,0.4211,0.4866,1.1094,0.4092,0.0617,0.3303,0.2788,0.2593,0.444,0.256,0.3117,0.3133
INT_STITCHED_5054_0,chr10,66380351,66381255,SE,1.2764,0.166,4.9187,4.1369,7.9887,5.681433333,0,2.1729,0.6623,0.8174,1.4578,0,4.471,0.4074,1.1578,0,0.285,1.9787,4.3148,0.7371,3.4426,2.979,0.2739,1.7026,0.8912,1.0586,1.0862,1.5377,0.5634,0.2295,1.2549,0.1039,0,0.1834,0.1918,0.2197,0,0.0173,0,2.6681,1.4807,0.537611,0.462389,0.135771,0.135771,0.135771,0.9266,0.2687,1.2642,0,0.4456,0.2309,0.6559,0,1.0841,0.5914,0.8456,0.1468,0,0,0.5502,0.5879,0.6494,0.362,0.1514,0.288,0,0
INT_STITCHED_5054_1,chr10,66382805,66383761,SE,3.984,0.5685,2.8964,1.5023,3.7663,2.721666667,0.1805,2.6253,3.9909,13.3844,0.0989,0.8505,2.7687,0.992,0.3564,2.6074,0.2708,2.2762,3.1503,1.4027,3.3578,1.4214,1.5896,1.7032,0.3884,0.5335,0.9451,2.7082,0.9184,0.0959,2.9301,0.0179,0.4135,0.0857,0.2654,0,0,0.0633,0,1.8072,0.9184,0.512552,0.487448,0.376684,0.419624,0.398154,0.7076,0.5202,3.2547,0.5751,0.8792,0.5294,0.6606,0,1.0021,0.8621,0.6415,0.054,0,0.246,0.0329,0.2413,0.5549,0.0456,0.4079,0.1208,0,0.3123
INT_STITCHED_5059_0,chr10,66546199,66547268,SE,4.8594,0.6022,2.354,0.883,3.2419,2.159633333,0.1874,1.2186,10.0761,12.8257,0.4036,2.1231,1.7154,1.1,0.8179,0.5999,0.262,2.3251,5.6859,0.5767,4.3644,2.0637,0.9989,1.8492,0.9465,0.9628,0.8524,1.539,1.1775,0.776,2.9031,0.3806,0.6134,0.1203,0.3135,0.2554,0,0,0,1.6204,1.1716,0.520112,0.479888,0.107506,0.107506,0.107506,0.327,0.4579,2.3641,0.5576,1.0542,1.1299,0.5742,0,0.735,0.7802,0.4488,0.1796,0.2465,0.4554,0,0.425,0.5212,0.5328,0.1548,0.2164,0,0.1669
INT_STITCHED_5059_1,chr10,66558405,66559270,SE,3.3225,0.1906,1.5532,1.1017,1.6219,1.4256,0.1251,1.3032,1.3657,0.6634,0.9688,0.073,3.3176,3.5369,0.1909,4.4163,0,3.9599,4.1416,2.5114,1.8179,2.0467,0.592,2.0504,0.5093,0.6825,0.8777,1.8934,0.9254,0.7763,2.3285,0.4735,0.2757,0.0424,0.2862,0.8714,0,0.2037,0.1496,2.9874,1.2257,0.460116,0.539884,0.132401,0.165568,0.1489845,0.9485,3.7504,0,1.0671,3.8784,1.881,0.4285,0,0.2769,1.2281,0.3917,1.0221,0.6225,0.901,0.0734,0.256,0.3131,0.0018,0.0924,0.1539,1.5869,0.1534
INT_STITCHED_5059_2,chr10,66562711,66563566,SE,2.2438,0.6854,9.7373,5.7003,14.5805,10.00603333,0.1245,2.5688,7.2967,5.4897,0.7418,0.8803,1.9351,0.0283,0.4111,1.2771,0,3.1223,2.6528,3.4502,1.5172,2.7665,1.1237,2.3516,0.8522,0.8612,1.2203,2.6649,1.4816,1.0703,5.103,0.1488,0.7283,0.0815,0.075,0.1827,0.3381,0,0,3.0447,1.3647,0.580117,0.419883,0.163185,0.163185,0.163185,0.792,0.555,0.5274,0.3989,2.4244,0.9872,1.3054,0,0.5242,1.3963,0.7983,0.4925,1.0314,1.6562,0.1612,0.611,0.4668,0.2833,0.0758,0.2624,0,0.2078
INT_STITCHED_5059_3,chr10,66563623,66564235,SE,0.2271,0.1803,0.4925,0.2718,3.0027,1.255666667,0,0.2368,1.396,10.067,0.0345,0.2873,0.4212,0.3742,1.6154,0.9419,0,0.2938,0.2478,0.9045,0,0.3132,0.3546,0.6329,0,0,0.4152,0.7486,0.1373,0.4542,0.8665,0.3918,0.1867,0.205,0.0406,0,0,0,0,0.2518,0.2347,0.535948,0.464052,0.0336387,0.0336387,0.0336387,0.1069,0.1665,0.3194,0.298,1.4953,0.1986,0,0,0.2946,0.3101,0.1247,0.0354,1.2393,0.6722,0.5441,0.1379,0.0009,0.1924,0.6558,0.0848,0,0
INT_STITCHED_5091_0,chr10,75335464,75336154,SE,1.6246,0,3.4967,1.4152,0.7865,1.899466667,0,0.8072,0.3399,1.2868,0.1952,0.474,2.2185,2.4693,0.6621,2.046,0,2.3402,4.8356,4.5544,1.3299,3.0783,0.7167,2.9709,1.0462,0.3544,1.3671,0.9282,1.0108,0.7206,3.0198,0.1794,0,0.1423,0.531,0,0,0,0.1885,1.458,1.8598,0.5,0.5,0.146302,0.146303,0.1463025,1.3716,5.664,0.8326,0.4904,0.3141,0.8177,0.3147,0,0,1.3321,0.2895,1.2139,0.0655,1.0935,0.4386,0,0.0002,0.2138,0,0,0.6547,0.3192
INT_STITCHED_5091_1,chr10,75344358,75345568,SE,4.6343,1.1395,2.0408,0.7877,0.9383,1.2556,0.598,2.7614,0.4502,0.8108,10.1483,0.5216,4.1601,4.1778,0.1778,2.2833,0.3544,3.5686,4.256,1.4627,4.3097,2.3719,1.5152,1.6685,0.8765,0.77,1.2945,1.6078,1.5063,0.8275,1.1745,0.4557,0.3656,0.087,0.6592,0.8136,0,0.1141,0.2089,2.6242,2.2879,0.497521,0.502479,0.0677104,0.0677104,0.0677104,0.9327,2.5209,0.6913,0.6954,0.9168,0.7508,0.4636,0,0.7283,0.5513,0.6294,0.8538,1.4611,0.6856,0,0.5121,0.484,0.3766,0.8759,0.597,0.5025,0.2976
INT_STITCHED_5092_0,chr10,75400370,75401358,SE,7.3895,1.1766,0.9798,1.629,1.6833,1.4307,0.0564,1.7978,0.6326,3.2424,0.2569,2.7001,7.3121,2.0661,0.284,1.8269,0,5.2946,2.054,4.3134,2.8273,2.3004,0.2088,1.6448,0.349,0.5988,0.4715,1.18,0.9868,0,1.9925,0.0046,0.2554,0.0857,0.383,0.2652,0,0,0.049,5.2712,1.5814,0.494939,0.505061,0.085613,0.0850623,0.08533765,0.7335,0.255,1.5236,0.6171,2.7265,0,0.6593,0,0.5951,1.1505,0,0.3895,5.1716,1.7203,0.0733,0,0,0,0,0,0,0.3934
INT_STITCHED_5100_0,chr10,76655655,76656039,SE,0.4386,0.2931,0.37,0.4251,0.5063,0.4338,0.5335,0.342,0.3793,0.3776,0.4295,0,0.9669,4.141,1.5128,0.9612,1.0401,1.1542,2.1466,1.2784,1.1385,1.1648,0.6127,2.565,0.1631,0.1243,0.3981,1.1935,0.3657,0.7018,0.8179,0.1907,0.2816,0.1184,0.4267,0.7676,0,0.0355,0,1.1577,0.5797,0.515625,0.484375,0.0404409,0.0404409,0.0404409,0.3065,0.5055,0.1246,0.4413,0.0724,0.7304,0,0,0.0618,0.2763,0.2711,0.7318,0.0792,0.3871,1.0878,0.0271,0.2052,0.1457,0.4958,0.2701,0,0.4336
INT_STITCHED_5100_1,chr10,76656053,76656897,SE,3.8186,0.2022,1.0578,0.9415,3.6341,1.8778,0.7198,1.6239,2.2574,12.9603,1.2511,0.7747,1.608,1.6202,0.568,0.3132,0,2.6846,3.2806,0.9566,1.2711,1.9863,0.9344,2.7114,0.3953,0.3813,1.0373,2.2932,1.0293,0.8651,1.5412,0.083,0.4334,0.1936,0.0992,0.214,0.0088,0.0686,0.0636,1.8147,0.9883,0.550948,0.449052,0.138539,0.138542,0.1385405,1.0895,0.3013,0.2446,0.3172,0.2012,1.0787,0.4923,0,0.4814,0.1542,0.4066,0.3226,0.4955,0.1652,0.07,0.3109,0.3832,0.4252,0.2015,0.4379,0,0.015
INT_STITCHED_5100_2,chr10,76661806,76662360,SE,2.2234,0.6567,1.4085,1.2415,0.7404,1.130133333,0.5903,2.2098,0.5891,2.3327,0.6181,0,3.407,2.5198,0.9748,0.3328,0.7688,5.176,7.5765,0.2042,3.8114,3.1796,0.9553,7.8929,1.0588,1.2525,1.5888,1.1157,0.5887,0.5449,1.7545,0.898,0.4185,0.2432,0.993,0.226,0,0.0877,0,2.0952,1.3626,0.463899,0.536101,0.310086,0.163609,0.2368475,1.4874,2.1007,2.7984,1.0321,0.6651,1.0183,0.7737,0,0.4778,0.929,0.3149,0.6456,0.3357,0,0.8292,0.3001,0.5258,0.5157,0.2702,0.1924,1.5479,0.4908
INT_STITCHED_5111_0,chr10,79508474,79509130,SE,0,0.4317,2.9624,1.3928,1.2071,1.8541,0.5348,1.7931,0,1.6146,0,0,2.1815,2.7551,0.5743,0,0,2.4467,7.726,1.0147,2.9232,2.3435,0.863,1.174,0.4192,0.5249,0.8849,0.9335,0.1946,0.6625,1.185,0.11,0,0.0796,0.2191,0.6152,0,0.2334,0,0.767,1.5501,0.484756,0.515244,0.146004,0.146004,0.146004,1.0513,1.6846,0.0494,0.041,0.3166,0,0.1458,0,0,0.849,0.0237,0.0199,0,0.0067,0.2171,0,0,0,0.2789,0,0,0.1921
INT_STITCHED_5111_1,chr10,79509437,79510144,SE,0.9118,0.2159,0.7144,0.5769,0.795,0.695433333,0.0181,0.5694,0.1027,0.3708,0.3925,0.0081,1.1999,9.114,0.8111,1.5823,0,0.7994,1.9897,1.7125,0.9721,1.2482,1.1867,1.4315,0.2142,0.4777,0.633,0.7139,0.7115,0.7922,0.2904,0.1704,0,0.0905,0.338,1.2719,0,0,0.0167,0.581,0.8098,0.446959,0.553041,0.0659404,0.0659404,0.0659404,0.28,1.0258,0,0.7016,0.2029,0.201,0.1278,0,0.0899,0.0791,0.3539,0.6464,0.7762,0.5027,0.8024,0.2211,0.2093,0.1363,0.6853,0.389,0,0.1102
INT_STITCHED_5111_2,chr10,79510825,79511747,SE,0.3802,0.0517,0.5811,0.6316,0.9662,0.7263,0,0.6405,0.1441,0.5109,0.613,0.1439,1.3791,3.0757,2.4091,0.5339,0,0.6079,1.7949,0.944,0.1968,1.235,0.6161,0.9924,0.3201,0.4352,0.6381,0.764,0.2951,0.1538,0.2589,0.263,0,0.12,0.3212,0.4987,0,0.0843,0,0.5824,0.8412,0.484816,0.515184,0.10913,0.109131,0.1091305,0.6601,0.3716,0.0221,0.1432,0.2452,0.2044,0.206,0,0,0,0.0356,0.3716,0.4538,0.0464,0.1171,0.0361,0.1274,0.056,0.1347,0,0,0
INT_STITCHED_5111_3,chr10,79513311,79515168,SE,5.0129,1.2074,3.2599,2.3047,3.3391,2.9679,0.447,3.4244,3.0778,5.8256,1.4875,0.8074,6.7202,4.3179,0.5448,0.8299,0.0493,4.2331,8.5922,3.7143,7.0587,2.9384,1.4832,1.729,0.8366,0.8492,0.8651,2.0069,1.0373,0.9242,3.2139,0.1938,0.537,0.1188,0.4188,1.3376,0,0,0.2193,2.7106,1.7686,0.469575,0.530425,0.122703,0.122708,0.1227055,0.4074,0.6404,0.8075,0.7528,0.6151,0.8217,1.83,0,0.5744,0.5094,0.5109,0.6129,0.7176,0.9014,0.062,0.3121,0.2625,0.2647,0.2463,0.3494,0.4018,0.3686
